ASV_38,91,0,93,68,4,30,63,34,68,51,71,53,66,52,74,124,73,35,72,79,0,0,0,0
ASV_39,223,21,0,0,10,0,66,0,0,22,155,74,48,99,0,124,0,182,131,117,129,174,0,37
ASV_40,0,0,46,0,0,0,0,0,0,0,129,0,0,0,0,115,0,0,0,76,0,0,111,0
ASV_41,0,143,0,0,0,265,0,0,181,0,0,0,0,11,0,0,255,0,0,217,0,0,66,153
ASV_42,104,0,0,0,21,0,97,0,0,23,86,123,0,117,115,0,0,132,7,0,0,0,0,0
ASV_43,83,82,145,108,68,42,0,74,45,55,38,70,0,30,34,47,4,22,55,29,45,109,17,13
ASV_44,42,0,0,67,0,0,136,91,0,0,50,69,50,1,0,76,0,75,0,0,13,0,0,0
ASV_45,0,0,0,0,0,161,0,0,0,10,0,0,0,0,0,17,327,0,108,269,253,145,312,61
ASV_46,0,0,0,0,0,0,20,0,0,12,0,135,91,219,163,0,66,134,0,0,0,129,0,0
ASV_47,25,15,25,49,42,33,54,29,32,31,16,24,43,98,17,33,31,26,32,61,70,48,75,0
ASV_48,292,87,148,259,121,116,310,236,229,225,358,205,99,60,177,242,50,409,53,88,66,34,132,29
ASV_49,139,0,307,79,0,0,56,87,0,3,0,92,0,5,0,0,0,0,28,0,0,0,2,0
ASV_50,122,15,75,55,0,112,79,48,0,0,111,133,0,117,78,62,231,122,0,88,0,0,43,102
ASV_51,0,0,0,12,0,0,31,252,0,0,318,3,0,203,58,204,0,0,0,11,0,0,7,4
ASV_52,2,0,8,0,0,524,78,24,0,15,0,34,46,0,0,130,209,25,209,124,181,222,131,77
ASV_53,102,0,65,41,0,0,181,106,43,78,164,49,42,321,174,364,0,71,0,0,0,62,0,0
ASV_54,86,0,49,16,116,0,0,56,0,2,120,65,71,76,51,26,0,45,0,0,0,0,0,0
ASV_55,0,0,88,0,4,62,118,63,0,42,36,83,20,22,199,141,93,216,128,112,112,48,182,23
ASV_56,63,0,58,108,0,127,33,69,0,0,0,21,0,0,0,0,294,36,43,108,97,41,97,108
ASV_57,0,9,0,33,0,109,74,0,0,26,27,23,0,29,45,81,118,0,41,24,48,102,87,47
ASV_58,125,50,104,37,75,84,119,113,3,18,81,34,32,62,145,63,201,68,0,78,0,0,137,77
ASV_59,0,7,0,0,0,66,0,0,0,0,0,0,0,0,0,0,74,0,37,150,100,113,47,127
ASV_60,25,0,0,0,11,56,31,71,15,0,76,26,0,39,0,67,47,53,56,30,81,38,126,26
ASV_61,68,0,0,4,0,93,0,0,0,2,41,0,0,3,36,0,0,83,117,73,55,54,72,55
ASV_62,0,7,0,0,0,131,18,0,0,0,16,1,18,12,0,75,174,13,92,125,63,0,47,60
ASV_63,0,0,0,0,0,372,0,0,0,0,0,0,0,9,0,0,780,15,159,502,143,419,365,427
ASV_64,99,12,7,5,5,131,62,20,14,5,72,0,0,27,40,125,115,86,19,132,61,0,124,100
ASV_65,0,0,0,0,0,341,0,66,0,0,0,0,0,0,0,4,426,0,70,168,117,167,111,171
ASV_66,0,3,0,0,0,82,0,0,0,0,0,0,0,0,0,0,63,0,112,2,0,62,0,0
ASV_67,0,0,0,0,0,162,13,0,0,0,0,0,0,0,0,0,85,0,100,60,0,100,68,0
ASV_68,59,14,76,68,0,94,45,25,0,0,9,0,0,0,32,17,90,0,50,2,4,4,0,0
ASV_69,0,71,0,30,0,148,0,0,0,0,0,0,0,74,0,0,84,0,75,90,60,0,72,53
ASV_70,91,70,73,0,47,0,102,71,51,43,84,22,25,0,16,56,33,48,1,0,0,0,0,0
ASV_71,47,80,34,57,64,0,29,45,29,49,63,0,27,40,127,28,19,57,4,55,14,55,15,24
ASV_72,122,5,100,3,72,88,36,51,128,38,81,109,5,51,90,100,149,74,75,175,97,25,181,140
ASV_73,0,0,0,0,0,79,0,0,0,0,0,2,0,2,2,0,32,3,0,67,41,12,58,72
ASV_74,114,4,0,0,0,84,98,164,7,24,105,0,17,27,54,56,83,94,0,61,27,0,0,5
ASV_75,30,170,101,39,0,108,0,69,0,3,0,40,55,37,0,56,162,0,240,124,94,0,34,55
ASV_76,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,111,21,12,43,3,1
ASV_77,0,0,0,0,58,108,0,115,0,18,155,0,0,63,0,73,27,112,67,0,0,0,16,0
ASV_78,23,15,20,12,13,18,13,15,16,23,0,23,20,23,20,27,26,15,20,25,22,13,22,25
ASV_79,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,74,0,147,0,0,3,0,14
ASV_80,92,0,0,0,0,18,88,122,0,0,0,0,84,0,0,3,226,101,0,169,0,0,97,22
ASV_81,2,0,0,0,0,58,5,0,0,5,0,0,0,11,3,0,108,0,56,169,29,175,83,76
ASV_82,40,12,47,72,54,0,44,0,88,27,64,88,71,15,32,80,0,0,0,0,0,14,0,8
ASV_83,46,16,81,3,0,0,66,0,0,33,0,56,35,0,36,10,15,8,5,0,0,0,0,0
ASV_84,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,105,0,29,9,14,21,26,7
ASV_85,0,96,0,0,94,0,0,0,0,0,42,0,0,0,0,21,0,0,0,0,0,0,0,0
ASV_86,25,0,0,18,0,177,11,11,22,7,54,64,16,58,35,97,267,129,180,10,46,121,122,27
ASV_87,0,0,0,30,0,0,89,0,2,0,0,0,72,60,0,0,0,0,0,72,81,0,70,0
ASV_88,16,0,36,0,22,33,18,46,18,40,18,71,28,4,82,91,40,40,30,0,0,61,13,0
ASV_89,3,18,114,41,0,0,0,57,0,0,9,98,0,56,60,0,0,54,0,40,0,0,0,39
ASV_90,54,147,255,0,182,76,0,56,77,75,24,112,28,1,46,31,142,0,96,89,152,159,50,0
ASV_91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_92,49,162,47,137,125,2,18,118,104,9,11,12,47,11,0,10,12,12,0,0,3,10,0,0
ASV_93,0,0,0,0,0,29,7,0,0,4,14,4,0,0,4,0,0,0,0,0,70,55,14,32
ASV_94,10,44,17,0,30,0,0,0,0,0,0,0,0,0,0,0,29,0,0,16,0,65,0,58
ASV_95,95,14,3,0,12,49,0,0,6,2,0,0,0,0,0,14,45,2,135,24,27,0,18,31
ASV_96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,64,66,37,97,21,92
ASV_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,34,0,0,153,29
ASV_98,24,11,11,2,22,151,9,9,0,0,0,0,0,0,0,0,72,0,136,223,112,142,82,153
ASV_99,0,0,50,0,0,53,0,0,0,0,0,0,0,0,0,0,114,0,89,100,29,106,62,18
ASV_100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,127,0,21,40,67
